interest_technology,interest_social,interest_design,interest_health,interest_business,interest_data,creativity,logical_reasoning,communication,empathy,leadership,numerical_skill,visual_thinking,organization,practical_learning,theoretical_learning,teamwork_preference,autonomy_preference,work_environment,preferred_modality,academic_area_label
3,5,2,3,2,2,2,2,5,4,3,1,3,1,3,4,4,1,campo,mixta,psicologia
2,5,1,3,3,2,3,2,5,4,2,2,3,2,4,3,3,2,mixto,presencial,psicologia
2,5,3,3,2,1,2,2,3,5,2,3,3,3,3,5,5,2,mixto,presencial,psicologia
2,5,1,3,4,3,3,2,5,4,2,1,2,2,3,4,4,1,campo,mixta,psicologia
2,4,3,4,3,3,3,2,5,5,2,3,1,2,3,4,4,2,mixto,presencial,psicologia
2,5,2,3,2,2,1,2,4,4,2,3,3,2,2,4,4,1,mixto,presencial,psicologia
2,4,2,3,3,2,1,3,5,5,2,2,3,2,2,4,4,1,mixto,presencial,psicologia
3,4,2,3,3,2,2,2,3,4,2,2,2,2,3,5,5,3,campo,presencial,psicologia
2,5,3,2,2,2,2,2,4,4,1,3,2,3,3,3,4,1,campo,mixta,psicologia
1,5,2,3,2,3,2,3,2,5,2,3,2,2,3,4,4,1,campo,presencial,psicologia
2,5,2,3,3,2,3,3,4,5,4,2,2,2,3,2,5,2,mixto,presencial,psicologia
2,4,2,3,2,2,2,4,5,5,2,3,2,3,2,3,4,3,mixto,mixta,psicologia
4,4,1,4,3,2,3,1,3,5,2,2,2,2,3,4,3,2,mixto,presencial,psicologia
2,5,2,3,2,1,2,3,4,5,2,3,3,2,2,4,4,2,campo,mixta,psicologia
3,5,1,2,2,2,3,3,3,5,3,2,3,2,3,4,4,2,campo,mixta,psicologia
2,4,2,3,1,3,3,3,4,5,2,3,1,2,3,4,4,2,mixto,presencial,psicologia
2,4,3,4,3,3,2,2,4,4,1,3,1,2,3,4,4,3,campo,mixta,psicologia
2,5,3,2,2,3,1,3,4,4,1,2,3,3,3,5,4,2,campo,presencial,psicologia
2,5,1,2,1,2,3,3,5,5,2,3,3,3,4,4,4,2,mixto,presencial,psicologia
3,5,2,3,2,3,2,2,4,5,3,2,2,3,3,4,4,3,campo,mixta,psicologia
1,5,1,3,2,1,2,1,3,5,3,2,2,3,3,4,4,2,mixto,mixta,psicologia
2,5,2,3,2,2,2,3,5,4,2,3,2,1,3,5,4,2,mixto,presencial,psicologia
2,5,3,3,2,2,3,2,3,5,3,3,2,1,3,4,4,2,mixto,mixta,psicologia
3,3,2,5,2,3,2,3,4,3,2,4,2,3,3,4,4,2,campo,presencial,psicologia
3,4,3,4,2,1,2,3,5,4,3,3,2,3,3,4,4,2,campo,mixta,psicologia
2,5,2,2,1,2,2,2,3,5,2,2,2,4,5,2,5,1,mixto,presencial,trabajo-social
2,5,2,1,2,3,3,1,4,5,1,3,2,3,4,3,5,2,campo,mixta,trabajo-social
3,5,2,3,1,2,2,2,4,5,2,2,2,3,4,2,5,1,campo,presencial,trabajo-social
2,5,3,3,2,2,2,2,4,5,3,2,2,5,4,3,5,2,mixto,presencial,trabajo-social
3,5,3,3,1,1,2,2,4,5,2,2,2,3,4,2,5,3,mixto,presencial,trabajo-social
3,5,2,2,1,2,3,2,4,5,2,2,2,3,3,3,5,2,campo,mixta,trabajo-social
1,4,2,3,3,2,2,2,4,4,4,3,4,4,5,2,5,2,mixto,mixta,trabajo-social
2,5,2,3,3,1,3,2,4,5,2,2,2,3,5,1,5,2,campo,presencial,trabajo-social
1,5,3,2,3,2,2,2,4,5,2,3,3,2,4,2,5,2,campo,presencial,trabajo-social
2,4,1,2,2,2,2,2,4,5,3,1,3,4,4,3,4,2,campo,mixta,trabajo-social
2,5,2,3,2,2,2,2,5,5,2,2,3,3,3,3,5,2,campo,mixta,trabajo-social
1,5,1,2,3,2,2,2,4,5,1,2,1,3,4,2,5,3,campo,presencial,trabajo-social
3,5,2,3,2,4,2,1,4,5,2,2,3,2,3,2,4,2,mixto,presencial,trabajo-social
2,5,3,2,2,2,1,2,5,4,3,2,1,2,4,2,5,2,campo,presencial,trabajo-social
1,5,2,2,1,3,3,1,5,5,3,3,2,2,3,2,4,2,mixto,presencial,trabajo-social
3,5,3,1,3,1,2,3,4,5,1,2,3,4,4,1,5,2,campo,mixta,trabajo-social
2,4,2,3,2,2,3,2,4,5,3,3,3,3,4,2,5,2,campo,presencial,trabajo-social
2,5,1,4,3,2,2,2,4,5,3,1,3,3,3,3,5,2,mixto,presencial,trabajo-social
2,5,2,2,4,3,3,4,5,5,2,2,1,2,4,3,4,3,mixto,presencial,trabajo-social
3,4,2,2,2,3,3,2,4,5,3,1,2,4,5,2,5,2,mixto,mixta,trabajo-social
2,5,3,3,2,2,2,2,4,5,2,3,3,3,5,1,5,3,campo,mixta,trabajo-social
3,5,1,2,3,2,2,2,4,5,2,3,2,3,4,3,5,1,mixto,presencial,trabajo-social
1,5,3,2,3,3,2,2,5,4,2,2,2,4,4,3,5,3,campo,mixta,trabajo-social
2,5,2,2,3,2,3,2,4,5,3,2,2,3,4,2,5,2,campo,mixta,trabajo-social
2,4,4,2,2,2,2,2,4,5,2,2,2,3,4,1,5,3,campo,mixta,trabajo-social
2,5,2,2,3,1,2,2,4,4,2,3,3,4,3,3,4,2,mixto,presencial,trabajo-social
2,5,2,2,3,2,3,3,4,5,2,3,2,2,4,2,5,2,campo,presencial,trabajo-social
3,4,3,3,3,2,3,1,5,4,2,3,2,3,4,2,5,2,campo,presencial,trabajo-social
3,5,2,2,3,3,3,1,5,5,2,2,2,2,4,2,4,2,campo,presencial,trabajo-social
2,4,3,2,1,2,2,1,4,5,1,2,2,3,5,2,5,3,campo,presencial,trabajo-social
2,5,3,3,1,3,3,2,4,4,1,2,3,3,4,2,5,1,campo,mixta,trabajo-social
2,5,3,3,4,3,2,3,4,4,2,3,3,3,4,3,5,2,mixto,mixta,trabajo-social
2,5,2,2,2,3,3,1,5,5,2,3,3,2,4,3,5,1,mixto,presencial,trabajo-social
3,5,2,3,1,3,1,2,3,5,2,1,1,3,3,3,5,1,mixto,presencial,trabajo-social
2,5,4,2,2,2,1,2,5,5,3,2,2,2,4,2,5,1,mixto,presencial,trabajo-social
2,5,2,3,2,2,2,3,4,5,4,2,3,4,4,3,5,2,mixto,presencial,trabajo-social
4,5,2,2,3,2,4,2,5,5,2,1,3,2,5,3,5,2,mixto,mixta,trabajo-social
3,4,2,3,3,2,1,2,4,4,2,1,1,3,4,2,4,2,campo,mixta,trabajo-social
3,5,3,2,2,2,2,3,4,4,2,2,2,4,5,4,5,2,mixto,mixta,trabajo-social
2,5,2,3,3,2,3,2,4,5,3,3,2,3,4,2,5,3,campo,presencial,trabajo-social
2,5,2,2,4,2,1,2,5,5,2,2,1,4,4,2,5,3,mixto,mixta,trabajo-social
2,4,2,4,2,2,2,2,4,5,3,2,2,3,5,1,4,2,mixto,mixta,trabajo-social
2,5,2,2,3,3,2,2,4,4,2,4,2,3,4,2,5,2,mixto,mixta,trabajo-social
1,5,3,2,2,1,2,2,4,5,2,1,2,3,3,3,5,2,mixto,mixta,trabajo-social
3,5,3,2,2,3,3,2,5,4,2,3,1,4,4,3,4,2,campo,mixta,trabajo-social
3,4,1,1,3,3,2,2,4,5,2,3,2,2,4,2,5,2,campo,mixta,trabajo-social
2,5,2,2,2,2,2,2,4,4,4,2,2,3,4,2,5,2,campo,mixta,trabajo-social
3,5,2,3,2,3,2,2,4,5,1,2,3,3,4,2,5,3,campo,mixta,trabajo-social
2,5,2,2,1,2,2,2,4,5,3,2,2,3,5,2,5,2,mixto,presencial,trabajo-social
2,4,3,3,1,2,2,3,4,5,2,3,3,3,3,2,5,3,campo,presencial,trabajo-social
1,5,2,2,2,2,2,2,3,5,4,2,2,3,4,3,5,2,mixto,presencial,trabajo-social
3,5,2,2,3,2,2,3,4,5,2,3,2,2,4,2,4,2,mixto,mixta,trabajo-social
2,5,2,2,1,3,2,2,4,5,2,3,3,3,5,2,5,1,campo,presencial,trabajo-social
1,5,4,3,2,1,1,2,4,5,1,1,2,4,4,2,5,1,campo,mixta,trabajo-social
2,5,3,2,3,2,2,3,4,4,3,2,2,3,4,2,4,2,campo,presencial,trabajo-social
2,5,2,1,3,1,3,2,4,4,2,2,2,2,4,2,5,1,mixto,mixta,trabajo-social
3,4,3,2,2,2,2,2,3,5,3,3,3,4,2,2,5,1,campo,presencial,trabajo-social
3,5,1,2,2,1,3,2,4,5,2,1,3,2,4,2,5,3,mixto,mixta,trabajo-social
2,5,2,3,1,1,4,2,5,4,2,2,1,3,4,3,5,2,mixto,mixta,trabajo-social
3,5,2,1,2,2,3,3,4,4,1,2,2,3,5,3,5,3,campo,presencial,trabajo-social
3,5,3,2,2,2,2,2,3,4,3,2,3,3,5,2,3,2,mixto,presencial,trabajo-social
1,5,2,4,2,3,1,3,3,5,2,3,2,4,3,3,5,2,mixto,presencial,trabajo-social
3,5,2,3,2,3,2,2,4,5,1,2,3,3,4,2,5,2,mixto,mixta,trabajo-social
2,4,1,2,1,3,1,2,4,4,2,2,3,3,3,3,5,2,campo,mixta,trabajo-social
2,5,2,2,2,3,2,3,5,5,2,3,2,2,5,2,5,2,mixto,presencial,trabajo-social
3,5,4,2,3,2,1,2,5,5,1,2,2,3,4,3,5,2,campo,presencial,trabajo-social
2,5,2,2,2,3,2,3,4,5,3,3,1,1,4,2,4,3,mixto,presencial,trabajo-social
3,4,3,4,2,3,4,2,3,5,3,2,2,2,3,3,5,3,campo,mixta,trabajo-social
3,4,2,2,2,2,2,2,4,4,2,3,3,3,4,2,4,2,campo,presencial,trabajo-social
3,4,2,2,3,3,3,2,5,5,2,2,3,4,4,2,5,2,mixto,mixta,trabajo-social
2,4,3,3,3,3,3,1,4,4,2,2,2,2,4,2,5,2,campo,presencial,trabajo-social
2,4,2,2,2,3,2,3,5,5,2,3,2,3,4,2,5,1,mixto,mixta,trabajo-social
2,5,2,2,3,2,3,1,4,5,2,2,2,3,4,2,4,1,campo,presencial,trabajo-social
3,5,3,2,2,2,4,1,4,5,3,2,3,2,4,4,5,3,mixto,presencial,trabajo-social
3,4,2,2,2,2,1,3,4,5,3,2,2,2,4,2,5,4,mixto,presencial,trabajo-social
2,5,2,3,3,2,2,2,5,5,2,3,1,4,4,3,5,2,mixto,presencial,trabajo-social
2,5,2,2,2,3,2,4,4,4,3,2,3,2,4,2,5,2,campo,presencial,trabajo-social
3,5,1,2,2,3,3,2,4,4,2,1,3,3,4,2,4,2,campo,mixta,trabajo-social
2,4,2,2,1,2,2,2,3,5,2,2,1,3,4,3,5,3,mixto,presencial,trabajo-social
1,5,3,2,3,3,2,3,4,5,3,1,3,3,4,2,5,3,mixto,mixta,trabajo-social
3,5,2,2,3,1,2,3,4,4,2,3,2,3,3,2,5,2,mixto,presencial,trabajo-social
3,5,3,3,3,4,2,2,4,5,2,2,2,3,4,2,5,2,campo,presencial,trabajo-social
3,5,2,2,1,2,2,2,3,5,3,2,2,3,5,3,5,2,mixto,presencial,trabajo-social
4,4,2,2,3,2,2,3,4,5,3,2,2,4,4,4,5,3,campo,mixta,trabajo-social
2,4,2,2,2,2,3,1,4,5,2,3,2,3,5,2,5,3,mixto,presencial,trabajo-social
2,5,2,2,2,1,3,1,4,5,3,2,3,4,3,2,5,1,mixto,mixta,trabajo-social
3,5,3,2,1,2,3,3,4,5,2,3,2,3,4,2,5,1,campo,presencial,trabajo-social
3,5,2,2,3,2,1,1,4,5,4,1,2,2,4,2,5,3,campo,mixta,trabajo-social
2,5,2,2,1,3,3,2,4,5,1,2,3,4,4,3,5,3,mixto,presencial,trabajo-social
2,5,3,3,1,4,2,3,5,5,3,1,1,3,5,3,5,2,mixto,mixta,trabajo-social
2,5,1,2,3,2,2,2,5,5,3,3,2,3,3,2,5,2,campo,presencial,trabajo-social
2,5,1,1,2,2,3,1,4,5,2,2,2,3,4,2,5,2,campo,mixta,trabajo-social
2,4,1,3,3,3,3,2,4,5,3,3,2,3,3,2,4,2,campo,presencial,trabajo-social
2,4,2,3,1,1,3,2,4,5,2,2,2,2,4,2,5,2,mixto,presencial,trabajo-social
1,5,1,2,2,2,2,2,3,5,2,2,3,3,5,2,5,1,mixto,presencial,trabajo-social
2,4,2,2,3,1,2,1,4,5,3,2,1,2,3,2,5,2,campo,mixta,trabajo-social
3,5,3,3,2,1,2,3,3,5,2,2,2,3,4,1,5,3,mixto,mixta,trabajo-social
2,5,2,2,1,1,2,1,4,5,2,3,2,3,4,2,5,2,campo,presencial,trabajo-social
1,5,1,2,3,3,1,3,4,5,2,2,3,2,5,2,5,1,mixto,presencial,trabajo-social
2,5,3,1,2,2,4,3,3,5,3,3,2,3,3,3,4,3,mixto,mixta,trabajo-social
2,5,2,2,2,3,2,2,4,4,2,2,3,2,5,2,5,2,campo,mixta,trabajo-social
3,4,2,4,1,2,3,2,5,4,3,3,2,4,4,2,4,1,campo,presencial,trabajo-social
2,4,2,2,3,3,2,2,4,5,2,2,2,3,5,3,5,1,campo,mixta,trabajo-social
2,5,2,2,2,3,2,2,3,5,2,3,2,2,5,1,5,1,campo,mixta,trabajo-social
1,5,3,2,2,2,2,2,5,5,1,2,3,2,5,2,5,2,mixto,mixta,trabajo-social
2,5,2,2,2,2,1,1,4,5,2,2,2,3,3,1,5,1,mixto,mixta,trabajo-social
3,5,4,3,1,1,2,1,4,4,1,2,3,3,5,3,4,1,mixto,presencial,trabajo-social
3,5,2,2,2,2,2,2,4,5,2,3,3,2,4,2,5,2,mixto,presencial,trabajo-social
3,5,2,2,3,3,2,3,4,5,3,2,3,3,4,3,5,1,campo,presencial,trabajo-social
3,5,2,2,1,1,2,3,4,5,2,2,2,4,3,1,5,3,campo,mixta,trabajo-social
2,5,2,3,2,2,3,2,4,5,2,3,1,3,3,1,5,2,mixto,presencial,trabajo-social
1,5,3,2,4,1,3,2,4,5,2,3,2,3,4,2,5,2,mixto,presencial,trabajo-social
3,5,2,2,3,3,1,2,4,5,1,3,2,3,3,3,4,1,mixto,presencial,trabajo-social
3,5,3,2,4,3,3,3,5,5,2,2,3,2,4,2,5,3,mixto,mixta,trabajo-social
3,5,2,3,2,3,3,3,4,5,2,4,3,4,4,2,5,1,campo,mixta,trabajo-social
2,5,3,2,1,1,3,3,5,5,3,2,2,3,4,3,5,1,campo,presencial,trabajo-social
3,5,2,4,3,2,3,1,4,5,2,3,2,4,4,2,5,2,campo,mixta,trabajo-social
1,5,3,2,3,3,1,2,4,5,2,2,3,3,4,2,5,2,mixto,presencial,trabajo-social
1,4,3,2,2,2,2,3,3,5,3,2,3,3,5,2,5,2,campo,presencial,trabajo-social
3,4,3,3,3,3,3,1,4,5,2,3,2,3,3,2,4,2,mixto,mixta,trabajo-social
3,5,3,2,3,2,2,2,4,5,1,2,2,4,4,3,5,1,campo,mixta,trabajo-social
1,5,2,2,2,3,1,2,4,5,2,2,3,4,5,1,5,2,campo,presencial,trabajo-social
1,5,2,3,2,3,1,3,4,5,4,3,2,3,4,3,5,2,campo,presencial,trabajo-social
1,5,2,1,3,3,2,2,4,5,2,2,2,4,4,2,4,2,campo,presencial,trabajo-social
3,5,1,1,2,3,3,3,4,4,2,3,3,4,4,1,5,3,campo,mixta,trabajo-social
2,5,3,3,3,2,3,3,4,5,1,2,3,3,4,1,5,2,campo,mixta,trabajo-social
2,5,3,2,3,2,3,2,5,4,2,2,2,3,4,4,5,2,mixto,mixta,trabajo-social
2,5,3,2,3,2,3,3,4,5,1,1,3,3,4,1,5,3,campo,presencial,trabajo-social
2,5,2,3,2,3,4,2,4,4,3,1,3,1,4,2,5,2,campo,presencial,trabajo-social
4,5,2,2,3,1,2,2,4,5,3,2,1,3,4,3,4,1,campo,presencial,trabajo-social
1,5,2,2,1,3,1,2,4,4,2,2,2,3,4,2,4,2,mixto,mixta,trabajo-social
1,4,2,4,2,2,2,2,4,5,1,3,3,2,3,3,5,2,mixto,presencial,trabajo-social
3,5,2,3,2,3,1,2,4,5,3,2,3,3,5,2,5,2,mixto,mixta,trabajo-social
2,4,2,2,1,3,3,3,4,5,2,2,3,3,4,2,5,2,mixto,mixta,trabajo-social
3,5,2,1,2,3,3,1,3,5,1,2,3,3,5,1,4,2,mixto,presencial,trabajo-social
1,5,2,2,2,2,2,3,4,4,3,2,2,4,4,3,4,2,campo,presencial,trabajo-social
1,5,2,3,2,1,2,3,4,5,3,2,2,4,4,3,5,2,campo,mixta,trabajo-social
1,4,2,3,1,2,2,3,5,5,2,2,3,2,4,3,5,2,campo,presencial,trabajo-social
2,5,1,2,3,3,3,3,4,5,1,3,2,3,4,4,4,2,campo,presencial,trabajo-social
2,5,3,2,2,3,3,3,4,5,1,2,2,3,4,3,5,2,campo,presencial,trabajo-social
3,5,3,2,3,2,2,3,4,4,2,2,1,2,5,1,5,2,campo,mixta,trabajo-social
2,5,2,3,2,3,2,1,3,5,3,2,2,3,3,2,5,3,mixto,mixta,trabajo-social
2,5,3,2,2,2,2,2,3,5,4,3,2,3,4,2,5,2,mixto,presencial,trabajo-social
2,5,2,3,3,2,2,3,4,5,3,3,4,3,4,2,5,1,campo,presencial,trabajo-social
2,4,3,2,2,2,3,1,4,5,2,3,2,2,5,2,5,2,mixto,mixta,trabajo-social
3,5,2,2,3,3,3,2,4,3,2,3,3,2,5,3,5,3,campo,presencial,trabajo-social
3,5,3,3,1,3,2,1,4,5,3,2,3,3,4,2,5,1,campo,mixta,trabajo-social
3,5,3,2,2,2,3,2,4,5,2,1,2,3,4,3,5,2,campo,presencial,trabajo-social
2,5,2,2,2,2,4,2,4,4,1,3,2,4,5,2,5,3,mixto,presencial,trabajo-social
3,4,2,1,2,3,2,3,4,5,1,2,2,2,3,2,5,1,mixto,presencial,trabajo-social
2,5,1,2,3,2,3,3,4,5,3,2,3,4,4,2,5,2,campo,mixta,trabajo-social
1,5,3,3,3,2,3,3,4,5,4,3,3,3,3,2,5,1,mixto,presencial,trabajo-social
2,5,3,1,2,1,2,2,4,5,3,2,1,2,5,2,5,3,mixto,mixta,trabajo-social
2,5,3,2,2,2,4,3,4,5,3,2,3,3,4,2,5,3,campo,mixta,trabajo-social
3,5,2,1,2,2,2,1,4,4,3,4,2,3,5,3,4,2,campo,presencial,trabajo-social
4,5,2,3,2,2,2,2,4,5,1,3,2,2,3,2,5,2,campo,mixta,trabajo-social
2,5,1,2,2,3,2,3,4,5,3,2,3,4,3,1,4,2,campo,presencial,trabajo-social
3,5,2,2,3,2,1,3,4,5,2,3,3,3,3,3,5,1,mixto,mixta,trabajo-social
1,4,3,2,3,2,2,3,4,4,4,2,1,3,5,3,5,2,campo,mixta,trabajo-social
2,5,2,3,2,2,2,2,4,4,2,3,2,4,4,2,4,3,mixto,mixta,trabajo-social
4,2,5,3,3,2,5,3,3,3,3,2,5,2,4,3,3,2,mixto,mixta,diseno-ux-ui
4,2,5,2,2,2,5,3,2,3,2,2,4,3,4,3,2,2,mixto,mixta,diseno-ux-ui
4,2,5,2,3,1,5,1,3,3,2,2,5,3,3,3,2,3,mixto,mixta,diseno-ux-ui
3,3,5,1,2,2,5,3,4,2,2,2,3,3,3,3,2,3,mixto,virtual,diseno-ux-ui
5,3,5,2,2,1,4,2,3,1,1,1,5,2,3,4,2,1,oficina,virtual,diseno-ux-ui
5,4,5,1,2,4,5,2,2,3,3,3,5,2,5,3,2,3,oficina,mixta,diseno-ux-ui
4,2,5,3,1,2,5,3,4,2,2,4,5,3,5,3,2,2,oficina,mixta,diseno-ux-ui
4,4,5,3,3,4,5,1,3,3,2,3,5,3,4,3,3,2,oficina,virtual,diseno-ux-ui
4,2,5,2,2,2,5,1,4,2,3,2,5,1,4,3,4,2,oficina,mixta,diseno-ux-ui
4,2,5,1,2,2,5,2,3,2,2,3,5,3,3,2,3,2,oficina,mixta,diseno-ux-ui
5,3,5,2,2,2,5,1,2,3,3,3,5,1,3,3,3,3,oficina,virtual,diseno-ux-ui
4,2,5,2,2,3,4,3,4,1,2,1,5,3,4,2,3,2,mixto,mixta,diseno-ux-ui
5,2,5,3,3,4,4,1,2,3,1,2,4,3,2,3,3,1,mixto,mixta,diseno-ux-ui
5,3,5,2,2,3,5,2,4,3,2,3,4,2,4,3,2,2,mixto,virtual,diseno-ux-ui
3,2,4,2,2,2,5,3,2,2,3,1,5,1,5,4,2,3,mixto,virtual,diseno-ux-ui
5,2,5,2,3,2,5,3,3,3,3,3,5,2,3,2,2,2,oficina,virtual,diseno-ux-ui
3,2,5,3,1,3,5,2,3,3,2,3,5,5,4,2,3,2,oficina,virtual,diseno-ux-ui
5,1,4,3,1,3,5,2,4,3,2,1,5,2,5,2,3,2,oficina,mixta,diseno-ux-ui
3,2,5,1,3,2,4,1,3,2,3,1,5,2,5,4,2,2,mixto,mixta,diseno-ux-ui
4,2,5,3,1,3,4,2,2,2,1,2,5,1,4,2,3,2,mixto,virtual,diseno-ux-ui
3,2,5,2,2,2,5,3,2,2,1,2,5,2,4,3,3,2,mixto,virtual,diseno-ux-ui
3,2,5,3,2,3,5,2,4,3,2,2,5,2,4,3,2,2,oficina,virtual,diseno-ux-ui
4,2,5,2,4,2,5,2,4,2,3,3,5,2,4,3,2,2,mixto,mixta,diseno-ux-ui
4,1,5,3,2,2,4,3,4,2,4,4,4,2,5,3,3,2,oficina,virtual,diseno-ux-ui
4,2,4,1,1,2,4,2,4,4,3,2,4,1,4,4,3,2,mixto,virtual,diseno-ux-ui
5,2,5,2,3,3,5,3,3,2,3,3,5,2,5,2,2,3,oficina,mixta,diseno-ux-ui
4,2,5,2,3,2,5,2,3,2,2,3,5,3,4,3,3,2,oficina,virtual,diseno-ux-ui
4,1,4,3,3,2,5,2,3,1,2,3,5,1,4,3,3,2,oficina,virtual,diseno-ux-ui
4,2,5,3,3,3,4,2,2,2,2,3,4,2,3,3,2,3,oficina,mixta,diseno-ux-ui
3,2,5,1,1,2,4,3,4,3,2,2,5,1,5,3,3,1,mixto,mixta,diseno-ux-ui
4,3,5,2,3,1,5,3,3,1,2,2,5,2,4,3,2,1,oficina,virtual,diseno-ux-ui
5,1,5,2,3,2,5,2,2,2,1,2,4,2,3,2,2,3,oficina,virtual,diseno-ux-ui
4,2,5,2,3,1,5,2,3,2,4,1,4,3,4,2,3,4,mixto,mixta,diseno-ux-ui
5,2,5,2,3,2,5,2,3,3,1,2,5,2,4,3,2,1,mixto,mixta,diseno-ux-ui
4,4,5,3,3,2,5,2,3,2,2,2,5,2,5,4,1,2,oficina,mixta,diseno-ux-ui
3,2,5,1,3,3,4,1,2,2,2,1,5,2,5,3,2,3,oficina,virtual,diseno-ux-ui
5,2,4,3,2,3,5,3,1,3,2,3,5,3,4,3,3,2,mixto,virtual,diseno-ux-ui
5,2,4,1,2,2,5,3,3,1,2,2,5,1,4,3,3,3,oficina,mixta,diseno-ux-ui
4,2,5,3,2,2,5,1,4,2,2,2,5,2,4,3,2,2,mixto,mixta,diseno-ux-ui
4,2,5,2,3,3,5,3,3,3,2,1,5,2,4,3,2,3,mixto,virtual,diseno-ux-ui
4,3,5,2,2,2,5,3,4,4,3,1,5,1,3,2,1,3,mixto,virtual,diseno-ux-ui
4,2,4,3,1,2,4,2,2,2,3,2,5,2,4,3,2,2,oficina,virtual,diseno-ux-ui
4,2,5,2,2,1,5,2,2,2,4,2,4,3,4,5,2,1,oficina,virtual,diseno-ux-ui
4,3,5,4,2,2,5,1,2,2,3,1,5,2,4,3,3,1,oficina,mixta,diseno-ux-ui
5,2,5,3,1,2,5,1,3,4,3,3,5,2,5,3,3,3,oficina,mixta,diseno-ux-ui
4,2,5,2,1,3,4,2,3,2,1,3,5,1,5,2,2,2,mixto,virtual,diseno-ux-ui
5,2,5,2,3,2,5,2,3,2,3,2,5,1,5,2,1,2,oficina,mixta,diseno-ux-ui
4,1,5,2,2,1,5,3,2,3,2,2,5,2,4,3,3,2,mixto,mixta,diseno-ux-ui
5,1,5,1,2,1,5,2,3,2,2,1,5,3,4,4,2,2,oficina,virtual,diseno-ux-ui
4,2,4,2,2,1,4,2,3,3,2,3,5,2,3,3,2,2,mixto,virtual,diseno-ux-ui
4,2,5,2,2,3,5,3,3,2,2,3,5,3,3,3,3,3,mixto,mixta,diseno-ux-ui
4,2,4,2,2,2,4,2,3,1,3,2,5,1,4,4,3,2,mixto,virtual,diseno-ux-ui
3,1,4,4,2,3,5,1,3,2,3,3,5,1,4,3,2,2,mixto,virtual,diseno-ux-ui
3,2,5,1,2,2,4,3,2,2,3,4,5,1,4,3,1,3,mixto,virtual,diseno-ux-ui
3,3,4,2,2,3,5,3,3,3,2,1,5,4,3,3,2,2,oficina,mixta,diseno-ux-ui
4,1,5,1,1,1,5,2,3,2,2,2,5,4,3,4,3,2,mixto,mixta,diseno-ux-ui
4,2,4,3,2,2,5,2,3,3,3,1,5,2,5,3,1,3,mixto,virtual,diseno-ux-ui
4,1,4,2,2,3,5,2,4,2,3,3,5,4,5,5,3,3,oficina,virtual,diseno-ux-ui
5,2,4,2,1,1,4,2,3,3,1,2,5,2,4,3,3,3,mixto,mixta,diseno-ux-ui
4,1,4,1,3,2,5,1,4,2,2,3,5,2,4,3,1,2,oficina,mixta,diseno-ux-ui
4,2,5,3,3,3,5,2,3,2,1,2,5,2,3,3,2,3,oficina,virtual,diseno-ux-ui
4,1,5,2,2,1,5,4,3,3,3,2,5,2,4,3,2,3,oficina,mixta,diseno-ux-ui
3,1,4,3,3,2,5,2,3,2,2,1,5,2,4,3,2,3,oficina,mixta,diseno-ux-ui
4,2,5,1,2,3,5,2,1,2,2,3,5,2,3,4,2,4,mixto,mixta,diseno-ux-ui
5,1,5,3,2,2,5,2,5,2,1,3,5,2,5,3,2,3,mixto,mixta,diseno-ux-ui
4,2,5,4,2,2,5,3,3,4,2,1,5,2,3,3,2,3,mixto,virtual,diseno-ux-ui
4,1,4,2,2,3,5,2,3,3,3,2,4,2,4,3,3,3,oficina,virtual,diseno-ux-ui
5,2,5,2,2,2,5,3,3,2,3,2,4,2,3,4,3,1,oficina,mixta,diseno-ux-ui
5,1,4,2,4,3,5,4,3,2,2,2,4,2,5,3,1,2,oficina,virtual,diseno-ux-ui
5,2,4,1,2,1,5,3,3,2,2,2,5,3,4,3,2,1,mixto,mixta,diseno-ux-ui
4,2,5,1,2,3,4,1,3,2,3,3,5,2,3,4,2,3,oficina,virtual,diseno-ux-ui
4,2,5,2,2,2,4,3,3,3,3,3,5,1,5,4,2,3,oficina,virtual,diseno-ux-ui
5,3,5,3,2,3,5,3,2,2,2,2,5,1,4,3,2,2,oficina,virtual,diseno-ux-ui
5,1,5,2,1,2,5,2,3,2,2,3,5,4,5,3,3,1,mixto,virtual,diseno-ux-ui
4,1,5,2,2,2,5,3,2,3,3,3,4,2,4,4,3,2,oficina,mixta,diseno-ux-ui
5,3,5,3,2,2,4,2,4,2,2,2,5,1,3,2,2,2,mixto,virtual,diseno-ux-ui
4,2,5,3,2,2,5,3,3,1,1,3,5,3,4,3,4,2,oficina,virtual,diseno-ux-ui
4,3,3,2,2,2,5,2,3,3,2,2,5,2,3,3,2,3,oficina,virtual,diseno-ux-ui
4,4,4,3,3,2,4,1,4,2,2,1,5,2,4,2,1,3,oficina,virtual,diseno-ux-ui
4,2,4,2,2,3,5,2,3,2,3,2,5,2,4,2,2,1,oficina,mixta,diseno-ux-ui
4,2,5,2,2,3,3,2,3,2,2,1,5,2,5,3,2,2,mixto,mixta,diseno-ux-ui
4,3,4,1,1,3,5,2,3,2,2,3,5,1,5,4,1,3,mixto,mixta,diseno-ux-ui
5,3,5,2,2,2,5,3,3,3,1,2,5,2,4,3,3,3,oficina,mixta,diseno-ux-ui
4,2,5,2,3,2,5,3,4,2,2,2,5,2,5,3,2,1,mixto,mixta,diseno-ux-ui
5,1,4,3,2,2,5,1,4,1,1,2,5,3,4,3,2,2,oficina,virtual,diseno-ux-ui
